unique_number,id_no,name_en,short_description_en,date_inscribed,danger_list,longitude,latitude,area_hectares,category,states_name_en,name_en,iso_code,udnp_code,transboundary
169,151,Olympic National Park,"<p>Located in the north-west of Washington State, Olympic National Park is renowned for the diversity of its ecosystems. Glacier-clad peaks interspersed with extensive alpine meadows are surrounded by an extensive old growth forest, among which is the best example of intact and protected temperate rainforest in the Pacific Northwest. Eleven major river systems drain the Olympic mountains, offering some of the best habitat for anadromous fish species in the country. The park also includes 100 km of wilderness coastline, the longest undeveloped coast in the contiguous United States, and is rich in native and endemic animal and plant species, including critical populations of the endangered northern spotted owl, marbled murrelet and bull trout.</p>",1981,,-123.4488889000,47.7483333300,,Natural,United States of America,Europe and North America,us,usa,0
219,198,Cahokia Mounds State Historic Site,"<p>Cahokia Mounds, some 13 km north-east of St Louis, Missouri, is the largest pre-Columbian settlement north of Mexico. It was occupied primarily during the Mississippian period (800&ndash;1400), when it covered nearly 1,600 ha and included some 120 mounds. It is a striking example of a complex chiefdom society, with many satellite mound centres and numerous outlying hamlets and villages. This agricultural society may have had a population of 10&ndash;20,000 at its peak between 1050 and 1150. Primary features at the site include Monks Mound, the largest prehistoric earthwork in the Americas, covering over 5 ha and standing 30 m high.</p>",1982,,-90.0613888900,38.6586111100,591.0000,Cultural,United States of America,Europe and North America,us,usa,0
289,259,Great Smoky Mountains National Park,"<p>Stretching over more than 200,000 ha, this exceptionally beautiful park is home to more than 3,500 plant species, including almost as many trees (130 natural species) as in all of Europe. Many endangered animal species are also found there, including what is probably the greatest variety of salamanders in the world. Since the park is relatively untouched, it gives an idea of temperate flora before the influence of humankind.</p>",1983,,-83.4355555600,35.5930555600,209000.0000,Natural,United States of America,Europe and North America,us,usa,0
296,266,La Fortaleza and San Juan National Historic Site in Puerto Rico,"<p>Between the 15th and 19th centuries, a series of defensive structures was built at this strategic point in the Caribbean Sea to protect the city and the Bay of San Juan. They represent a fine display of European military architecture adapted to harbour sites on the American continent.</p>",1983,,-66.1250000000,18.4666666700,0.0000,Cultural,United States of America,Europe and North America,us,usa,0
346,307,Statue of Liberty,"<p>Made in Paris by the French sculptor Bartholdi, in collaboration with Gustave Eiffel (who was responsible for the steel framework), this towering monument to liberty was a gift from France on the centenary of American independence in 1886. Standing at the entrance to New York Harbour, it has welcomed millions of immigrants to the United States ever since.</p>",1984,,-74.0447222200,40.6894444400,5.0000,Cultural,United States of America,Europe and North America,us,usa,0
347,308,Yosemite National Park,"<p>Yosemite National Park lies in the heart of California. With its 'hanging' valleys, many waterfalls, cirque lakes, polished domes, moraines and U-shaped valleys, it provides an excellent overview of all kinds of granite relief fashioned by glaciation. At 600&ndash;4,000 m, a great variety of flora and fauna can also be found here.</p>",1984,,-119.5966667000,37.7461111100,308283.0000,Natural,United States of America,Europe and North America,us,usa,0
405,353,Chaco Culture,"<p>For over 2,000 years, Pueblo peoples occupied a vast region of the south-western United States. Chaco Canyon, a major centre of ancestral Pueblo culture between 850 and 1250, was a focus for ceremonials, trade and political activity for the prehistoric Four Corners area. Chaco is remarkable for its monumental public and ceremonial buildings and its distinctive architecture &ndash; it has an ancient urban ceremonial centre that is unlike anything constructed before or since. In addition to the Chaco Culture National Historical Park, the World Heritage property includes the Aztec Ruins National Monument and several smaller Chaco sites managed by the Bureau of Land Management.</p>",1987,,-107.9708333000,36.0637777800,0.0000,Cultural,United States of America,Europe and North America,us,usa,0
472,409,Hawaii Volcanoes National Park,"<p>This site contains two of the most active volcanoes in the world, Mauna Loa (4,170 m high) and Kilauea (1,250 m high), both of which tower over the Pacific Ocean. Volcanic eruptions have created a constantly changing landscape, and the lava flows reveal surprising geological formations. Rare birds and endemic species can be found there, as well as forests of giant ferns.</p>",1987,,-155.1236111000,19.4008333300,87940.0000,Natural,United States of America,Europe and North America,us,usa,0
513,442,Monticello and the University of Virginia in Charlottesville,"<p>Thomas Jefferson (1743&ndash;1826), author of the American Declaration of Independence and third president of the United States, was also a talented architect of neoclassical buildings. He designed Monticello (1769&ndash;1809), his plantation home, and his ideal 'academical village' (1817&ndash;26), which is still the heart of the University of Virginia. Jefferson's use of an architectural vocabulary based upon classical antiquity symbolizes both the aspirations of the new American republic as the inheritor of European tradition and the cultural experimentation that could be expected as the country matured.</p>",1987,,-78.5038888900,38.0327777800,0.0000,Cultural,United States of America,Europe and North America,us,usa,0
573,492,Taos Pueblo,"<p>Situated in the valley of a small tributary of the Rio Grande, this adobe settlement &ndash; consisting of dwellings and ceremonial buildings &ndash; represents the culture of the Pueblo Indians of Arizona and New Mexico.</p>",1992,,-105.5416700000,36.4388900000,19.0100,Cultural,United States of America,Europe and North America,us,usa,0
852,721,Carlsbad Caverns National Park,"<p>This karst landscape in the state of New Mexico comprises over 80 recognized caves. They are outstanding not only for their size but also for the profusion, diversity and beauty of their mineral formations. Lechuguilla Cave stands out from the others, providing an underground laboratory where geological and biological processes can be studied in a pristine setting.</p>",1995,,-104.3833333000,32.1666666700,18926.0000,Natural,United States of America,Europe and North America,us,usa,0
1672,1326,Papahānaumokuākea,"<p>Papahānaumokuākea is a vast and isolated linear cluster of small, low lying islands and atolls, with their surrounding ocean, roughly 250 km to the northwest of the main Hawaiian Archipelago and extending over some 1931 km. The area has deep cosmological and traditional significance for living Native Hawaiian culture, as an ancestral environment, as an embodiment of the Hawaiian concept of kinship between people and the natural world, and as the place where it is believed that life originates and to where the spirits return after death. On two of the islands, Nihoa and Makumanamana, there are archaeological remains relating to pre-European settlement and use. Much of the monument is made up of pelagic and deepwater habitats, with notable features such as seamounts and submerged banks, extensive coral reefs and lagoons. It is one of the largest marine protected areas (MPAs) in the world.</p>",2010,,-170.1458200000,25.3490700000,36207499.0000,Mixed,United States of America,Europe and North America,us,usa,0
881,747,Historic Quarter of the City of Colonia del Sacramento,"<p>Founded by the Portuguese in 1680 on the R&iacute;o de la Plata, the city was of strategic importance in resisting the Spanish. After being disputed for a century, it was finally lost by its founders. The well-preserved urban landscape illustrates the successful fusion of the Portuguese, Spanish and post-colonial styles.</p>",1995,,-57.8533333300,-34.4677777800,16.0000,Cultural,Uruguay,Latin America and the Caribbean,uy,ury,0
638,543,Itchan Kala,"<p>Itchan Kala is the inner town (protected by brick walls some 10 m high) of the old Khiva oasis, which was the last resting-place of caravans before crossing the desert to Iran. Although few very old monuments still remain, it is a coherent and well-preserved example of the Muslim architecture of Central Asia. There are several outstanding structures such as the Djuma Mosque, the mausoleums and the madrasas and the two magnificent palaces built at the beginning of the 19th century by Alla-Kulli-Khan.</p>",1990,,60.3638900000,41.3783300000,37.5000,Cultural,Uzbekistan,Asia and the Pacific,uz,uzb,0
713,602,Historic Centre of Bukhara,"<p>Bukhara, which is situated on the Silk Route, is more than 2,000 years old. It is the most complete example of a medieval city in Central Asia, with an urban fabric that has remained largely intact. Monuments of particular interest include the famous tomb of Ismail Samani, a masterpiece of 10th-century Muslim architecture, and a large number of 17th-century madrasas.</p>",1993,,64.4286100000,39.7747200000,200.0000,Cultural,Uzbekistan,Asia and the Pacific,uz,uzb,0
715,603,Samarkand  – Crossroad of Cultures,"<p>The historic town of Samarkand is a crossroad and melting pot of the world's cultures. Founded in the 7th century B.C. as ancient Afrasiab, Samarkand had its most significant development in the Timurid period from the 14th to the 15th centuries. The major monuments include the Registan Mosque and madrasas, Bibi-Khanum Mosque, the Shakhi-Zinda compound and the Gur-Emir ensemble, as well as Ulugh-Beg's Observatory.</p>",2001,,67.0000000000,39.6686100000,1123.0000,Cultural,Uzbekistan,Asia and the Pacific,uz,uzb,0
1037,885,Historic Centre of Shakhrisyabz,"<p>The historic centre of Shakhrisyabz contains a collection of exceptional monuments and ancient quarters which bear witness to the city's secular development, and particularly to the period of its apogee, under the rule of Amir Temur and the Temurids, in the 15th-16th century.</p>",2000,,66.8333300000,39.0500000000,240.0000,Cultural,Uzbekistan,Asia and the Pacific,uz,uzb,0
1511,1280,Chief Roi Mata’s Domain,"<p>Chief Roi Mata&rsquo;s Domain is the first site to be inscribed in Vanuatu. It consists of three early 17th century AD sites on the islands of Efate, Lelepa and Artok associated with the life and death of the last paramount chief, or Roi Mata, of what is now Central Vanuatu. The property includes Roi Mata&rsquo;s residence, the site of his death and Roi Mata&rsquo;s mass burial site. It is closely associated with the oral traditions surrounding the chief and the moral values he espoused. The site reflects the convergence between oral tradition and archaeology and bears witness to the persistence of Roi Mata&rsquo;s social reforms and conflict resolution, still relevant to the people of the region.</p>",2008,,168.1777194444,-17.6280694444,886.3100,Cultural,Vanuatu,Asia and the Pacific,vu,vut,0
779,658,Coro and its Port,"<p>With its earthen constructions unique to the Caribbean, Coro is the only surviving example of a rich fusion of local traditions with Spanish Mud&eacute;jar and Dutch architectural techniques. One of the first colonial towns (founded in 1527), it has some 602 historic buildings.</p>",1993,Y 2005,-69.6833333300,11.4000000000,,Cultural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,ve,ven,0
829,701,Canaima National Park,"<p>Canaima National Park is spread over 3 million ha in south-eastern Venezuela along the border between Guyana and Brazil. Roughly 65% of the park is covered by table mountain (tepui) formations. The tepuis constitute a unique biogeological entity and are of great geological interest. The sheer cliffs and waterfalls, including the world's highest (1,000 m), form a spectacular landscape.</p>",1994,,-61.5000000000,5.3333300000,3000000.0000,Natural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,ve,ven,0
1150,986,Ciudad Universitaria de Caracas,"<p>The Ciudad Universitaria de Caracas, built to the design of the architect Carlos Ra&uacute;l Villanueva, between 1940 and 1960, is an outstanding example of the Modern Movement in architecture. The university campus integrates the large number of buildings and functions into a clearly articulated ensemble, including masterpieces of modern architecture and visual arts, such as the Aula Magna with the ""Clouds"" of Alexander Calder, the Olympic Stadium, and the Covered Plaza.</p>",2000,,-66.8906800000,10.4907300000,164203.0000,Cultural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,ve,ven,0
796,672,Ha Long Bay,"<p>Ha Long Bay, in the Gulf of Tonkin, includes some 1,600 islands and islets, forming a spectacular seascape of limestone pillars. Because of their precipitous nature, most of the islands are uninhabited and unaffected by a human presence. The site's outstanding scenic beauty is complemented by its great biological interest.</p>",1994,,107.1000000000,20.9000000000,150000.0000,Natural,Viet Nam,Asia and the Pacific,vn,vnm,0
802,678,Complex of Hué Monuments,"<p>Established as the capital of unified Viet Nam in 1802, Hu&eacute; was not only the political but also the cultural and religious centre under the Nguyen dynasty until 1945. The Perfume River winds its way through the Capital City, the Imperial City, the Forbidden Purple City and the Inner City, giving this unique feudal capital a setting of great natural beauty.</p>",1993,,107.5777800000,16.4694400000,0.0000,Cultural,Viet Nam,Asia and the Pacific,vn,vnm,0
1109,948,Hoi An Ancient Town,"<p>Hoi An Ancient Town is an exceptionally well-preserved example of a South-East Asian trading port dating from the 15th to the 19th century. Its buildings and its street plan reflect the influences, both indigenous and foreign, that have combined to produce this unique heritage site.</p>",1999,,108.3333333000,15.8833333300,30.0000,Cultural,Viet Nam,Asia and the Pacific,vn,vnm,0
1110,949,My Son Sanctuary,<p>Between the 4th and 13th centuries a unique culture which owed its spiritual origins to Indian Hinduism developed on the coast of contemporary Viet Nam. This is graphically illustrated by the remains of a series of impressive tower-temples located in a dramatic site that was the religious and political capital of the Champa Kingdom for most of its existence.</p>,1999,,108.5666667000,15.5166666700,142.0000,Cultural,Viet Nam,Asia and the Pacific,vn,vnm,0
1113,951,Phong Nha-Ke Bang National Park,"<p>The karst formation of Phong Nha-Ke Bang National Park has evolved since the Palaeozoic (some 400&nbsp;million years ago) and so is the oldest major karst area in Asia. Subject to massive tectonic changes, the park&rsquo;s karst landscape is extremely complex with many geomorphic features of considerable significance. The vast area, extending to the border of the Lao People&rsquo;s Democratic Republic, contains spectacular formations including 65&nbsp;km of caves and underground rivers.</p>",2003,,106.1512500000,17.5372222200,85754.0000,Natural,Viet Nam,Asia and the Pacific,vn,vnm,0
1689,1328,Central Sector of the Imperial Citadel of Thang Long - Hanoi,"<p>The Thang Long Imperial Citadel was built in the 11th century by the Ly Viet Dynasty, marking the independence of the Dai Viet. It was constructed on the remains of a Chinese fortress dating from the 7th century, on drained land reclaimed from the Red River Delta in Hanoi. It was the centre of regional political power for almost 13 centuries without interruption. The Imperial Citadel buildings and the remains in the 18 Hoang Dieu Archaeological Site reflect a unique South-East Asian culture specific to the lower Red River Valley, at the crossroads between influences coming from China in the north and the ancient Kingdom of Champa in the south.</p>",2010,,105.8372222222,21.0394444444,18.3950,Cultural,Viet Nam,Asia and the Pacific,vn,vnm,0
1775,1358,Citadel of the Ho Dynasty,"<p>The 14th -century Ho Dynasty citadel, built according to the feng shui principles, testifies to the flowering of neo-Confucianism in late 14th century Viet Nam and its spread to other parts of east Asia. According to these principles it was sited in a landscape of great scenic beauty on an axis joining the Tuong Son and Don Son mountains in a plain between the Ma and Buoi rivers. The citadel buildings represent an outstanding example of a new style of south-east Asian imperial city.</p>",2011,,105.6047222222,20.0780555556,155.5000,Cultural,Viet Nam,Asia and the Pacific,vn,vnm,0
213,192,Old Walled City of Shibam,"<p>Surrounded by a fortified wall, the 16th-century city of Shibam is one of the oldest and best examples of urban planning based on the principle of vertical construction. Its impressive tower-like structures rise out of the cliff and have given the city the nickname of &lsquo;the Manhattan of the desert&rsquo;.</p>",1982,,48.6266700000,15.9269400000,0.0000,Cultural,Yemen,Arab States,ye,yem,0
444,385,Old City of Sana'a,"<p>Situated in a mountain valley at an altitude of 2,200 m, Sana&rsquo;a has been inhabited for more than 2,500 years. In the 7th and 8th centuries the city became a major centre for the propagation of Islam. This religious and political heritage can be seen in the 103 mosques, 14 <em>hammams</em> and over 6,000 houses, all built before the 11th century. Sana&rsquo;a&rsquo;s many-storeyed tower-houses built of rammed earth (<em>pis&eacute;</em>) add to the beauty of the site.</p>",1986,,44.2080555600,15.3555555600,0.0000,Cultural,Yemen,Arab States,ye,yem,0
725,611,Historic Town of Zabid,"<p>Zabid's domestic and military architecture and its urban plan make it an outstanding archaeological and historical site. Besides being the capital of Yemen from the 13th to the 15th century, the city played an important role in the Arab and Muslim world for many centuries because of its Islamic university.</p>",1993,Y 2000,43.3300000000,14.1980600000,0.0000,Cultural,Yemen,Arab States,ye,yem,0
1548,1263,Socotra Archipelago,"<p>Socotra Archipelago, in the northwest Indian Ocean near the Gulf of Aden, is 250 km long and comprises four islands and two rocky islets which appear as a prolongation of the Horn of Africa. The site is of universal importance because of its biodiversity with rich and distinct flora and fauna: 37% of Socotra&rsquo;s 825 plant species, 90% of its reptile species and 95% of its land snail species do not occur anywhere else in the world. The site also supports globally significant populations of land and sea birds (192 bird species, 44 of which breed on the islands while 85 are regular migrants), including a number of threatened species. The marine life of Socotra is also very diverse, with 253 species of reef-building corals, 730 species of coastal fish and 300 species of crab, lobster and shrimp.</p>",2008,,53.8333333333,12.5000000000,410460.0000,Natural,Yemen,Arab States,ye,yem,0
339,302,"Mana Pools National Park, Sapi and Chewore Safari Areas","<p>On the banks of the Zambezi, great cliffs overhang the river and the floodplains. The area is home to a remarkable concentration of wild animals, including elephants, buffalo, leopards and cheetahs. An important concentration of Nile crocodiles is also be found in the area.</p>",1984,,29.4080555600,-15.8194444400,676600.0000,Natural,Zimbabwe,Africa,zw,zwe,0
345,306,Matobo Hills,"<p>The area exhibits a profusion of distinctive rock landforms rising above the granite shield that covers much of Zimbabwe. The large boulders provide abundant natural shelters and have been associated with human occupation from the early Stone Age right through to early historical times, and intermittently since. They also feature an outstanding collection of rock paintings. The Matobo Hills continue to provide a strong focus for the local community, which still uses shrines and sacred places closely linked to traditional, social and economic activities.</p>",2003,,28.5000000000,-20.5000000000,205000.0000,Cultural,Zimbabwe,Africa,zw,zwe,0
417,364,Great Zimbabwe National Monument,"<p>The ruins of Great Zimbabwe &ndash; the capital of the Queen of Sheba, according to an age-old legend &ndash; are a unique testimony to the Bantu civilization of the Shona between the 11th and 15th centuries. The city, which covers an area of nearly 80 ha, was an important trading centre and was renowned from the Middle Ages onwards.</p>",1986,,30.9333333300,-20.2833333300,722.0000,Cultural,Zimbabwe,Africa,zw,zwe,0
418,365,Khami Ruins National Monument,"<p>Khami, which developed after the capital of Great Zimbabwe had been abandoned in the mid-16th century, is of great archaeological interest. The discovery of objects from Europe and China shows that Khami was a major centre for trade over a long period of time.</p>",1986,,28.3766666700,-20.1583333300,0.0000,Cultural,Zimbabwe,Africa,zw,zwe,0
214,193,Tipasa,"<p>On the shores of the Mediterranean, Tipasa was an ancient Punic trading-post conquered by Rome and turned into a strategic base for the conquest of the kingdoms of Mauritania. It comprises a unique group of Phoenician, Roman, palaeochristian and Byzantine ruins alongside indigenous monuments such as the Kbor er Roumia, the great royal mausoleum of Mauretania.</p>",1982,P 2002-2006,2.3833333330,36.5500000000,52.1600,Cultural,"Algeria,Algeria",Arab States,dz,dza,1
198,179,Tassili n'Ajjer,"<p>Located in a strange lunar landscape of great geological interest, this site has one of the most important groupings of prehistoric cave art in the world. More than 15,000 drawings and engravings record the climatic changes, the animal migrations and the evolution of human life on the edge of the Sahara from 6000 BC to the first centuries of the present era. The geological formations are of outstanding scenic interest, with eroded sandstones forming &lsquo;forests of rock&rsquo;.</p>",1982,,9.0000000000,25.5000000000,7200000.0000,Mixed,"Algeria,Algeria,Algeria,Algeria",Arab States,dz,dza,1
1092,937,Península Valdés,<p>Pen&iacute;nsula Vald&eacute;s in Patagonia is a site of global significance for the conservation of marine mammals. It is home to an important breeding population of the endangered southern right whale as well as important breeding populations of southern elephant seals and southern sea lions. The orcas in this area have developed a unique hunting strategy to adapt to local coastal conditions.</p>,1999,,-64.0000000000,-42.5000000000,360000.0000,Natural,"Argentina,Argentina,Argentina,Argentina",Latin America and the Caribbean,ar,arg,1
1925,181,Tasmanian Wilderness,"<p>In a region that has been subjected to severe glaciation, these parks and reserves, with their steep gorges, covering an area of over 1 million ha, constitute one of the last expanses of temperate rainforest in the world. Remains found in limestone caves attest to the human occupation of the area for more than 20,000 years.</p>",1982,,145.4166667000,-41.5833333300,1411323.0000,Mixed,"Australia,Australia",Asia and the Pacific,au,aus,1
565,486,Wet Tropics of Queensland,"<p>This area, which stretches along the north-east coast of Australia for some 450 km, is made up largely of tropical rainforests. This biotope offers a particularly extensive and varied array of plants, as well as marsupials and singing birds, along with other rare and endangered animals and plant species.</p>",1988,,144.9666667000,-15.6500000000,893453.0000,Natural,"Australia,Australia",Asia and the Pacific,au,aus,1
683,577,Heard and McDonald Islands,"<p>Heard Island and McDonald Islands are located in the Southern Ocean, approximately 1,700 km from the Antarctic continent and 4,100 km south-west of Perth. As the only volcanically active subantarctic islands they &lsquo;open a window into the earth&rsquo;, thus providing the opportunity to observe ongoing geomorphic processes and glacial dynamics. The distinctive conservation value of Heard and McDonald &ndash; one of the world&rsquo;s rare pristine island ecosystems &ndash; lies in the complete absence of alien plants and animals, as well as human impact.</p>",1997,,73.5000000000,-53.1000000000,658903.0000,Natural,"Australia,Australia",Asia and the Pacific,au,aus,1
747,629,Macquarie Island,"<p>Macquarie Island (34 km long x 5 km wide) is an oceanic island in the Southern Ocean, lying 1,500 km south-east of Tasmania and approximately halfway between Australia and the Antarctic continent. The island is the exposed crest of the undersea Macquarie Ridge, raised to its present position where the Indo-Australian tectonic plate meets the Pacific plate. It is a site of major geoconservation significance, being the only place on earth where rocks from the earth&rsquo;s mantle (6 km below the ocean floor) are being actively exposed above sea-level. These unique exposures include excellent examples of pillow basalts and other extrusive rocks.</p>",1997,,158.8955556000,-54.5947222200,540000.0000,Natural,"Australia,Australia",Asia and the Pacific,au,aus,1
172,154,Great Barrier Reef,"<p>The Great Barrier Reef is a site of remarkable variety and beauty on the north-east coast of Australia. It contains the world&rsquo;s largest collection of coral reefs, with 400 types of coral, 1,500 species of fish and 4,000 types of mollusc. It also holds great scientific interest as the habitat of species such as the dugong (&lsquo;sea cow&rsquo;) and the large green turtle, which are threatened with extinction.</p>",1981,,147.7000000000,-18.2861111100,34870000.0000,Natural,"Australia,Australia,Australia",Asia and the Pacific,au,aus,1
1782,1363,Prehistoric Pile dwellings around the Alps,"<p>This serial property of 111 small individual sites encompasses the remains of prehistoric pile-dwelling (or stilt house) settlements in and around the Alps built from around 5000 to 500 B.C. on the edges of lakes, rivers or wetlands. Excavations, only conducted in some of the sites, have yielded evidence that provides insight into life in prehistoric times during the Neolithic and Bronze Age in Alpine Europe and the way communities interacted with their environment. Fifty-six of the sites are located in Switzerland. The settlements are a unique group of exceptionally well-preserved and culturally rich archaeological sites, which constitute one of the most important sources for the study of early agrarian societies in the region.</p>",2011,,8.2075000000,47.2783333333,274.2000,Cultural,"Austria,France,Germany,Italy,Slovenia,Switzerland",Europe and North America,at,aut,1
913,772,Fertö / Neusiedlersee Cultural Landscape,"<p>The Fert&ouml;/Neusiedler Lake area has been the meeting place of different cultures for eight millennia. This is graphically demonstrated by its varied landscape, the result of an evolutionary symbiosis between human activity and the physical environment. The remarkable rural architecture of the villages surrounding the lake and several 18th- and 19th-century palaces adds to the area&rsquo;s considerable cultural interest.</p>",2001,,16.7227222200,47.7192777800,68369.0000,Cultural,"Austria,Hungary",Europe and North America,at,aut,1
943,798,The Sundarbans,"<p>The Sundarbans mangrove forest, one of the largest such forests in the world (140,000 ha), lies on the delta of the Ganges, Brahmaputra and Meghna rivers on the Bay of Bengal. It is adjacent to the border of India&rsquo;s Sundarbans World Heritage site inscribed in 1987. The site is intersected by a complex network of tidal waterways, mudflats and small islands of salt-tolerant mangrove forests, and presents an excellent example of ongoing ecological processes. The area is known for its wide range of fauna, including 260 bird species, the Bengal tiger and other threatened species such as the estuarine crocodile and the Indian python.</p>",1997,,89.1833300000,21.9500000000,139500.0000,Natural,"Bangladesh,Bangladesh",Asia and the Pacific,bd,bgd,1
326,275,"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)","<p>The ruins of S&atilde;o Miguel das Miss&otilde;es in Brazil, and those of San Ignacio Min&iacute;, Santa Ana, Nuestra Se&ntilde;ora de Loreto and Santa Mar&iacute;a la Mayor in Argentina, lie at the heart of a tropical forest. They are the impressive remains of five Jesuit missions, built in the land of the Guaranis during the 17th and 18th centuries. Each is characterized by a specific layout and a different state of conservation.</p>",1983,,-54.2658333300,-28.5433333300,0.0000,Cultural,"Brazil,Argentina",Latin America and the Caribbean,br,bra,1
342,304,Canadian Rocky Mountain Parks,"<p>The contiguous national parks of Banff, Jasper, Kootenay and Yoho, as well as the Mount Robson, Mount Assiniboine and Hamber provincial parks, studded with mountain peaks, glaciers, lakes, waterfalls, canyons and limestone caves, form a striking mountain landscape. The Burgess Shale fossil site, well known for its fossil remains of soft-bodied marine animals, is also found there.</p>",1984,,-116.4797222000,51.4247222200,2299104.0000,Natural,"Canada,Canada",Europe and North America,ca,can,1
1920,1380,Sangha Trinational,"<p><span lang=""EN"">Situated in the north-western Congo Basin, where Cameroon, Central African Republic and Congo meet, the site encompasses three contiguous national parks totalling around 750,000&nbsp;ha. Much of the site is unaffected by human activity and features a wide range of humid tropical forest ecosystems with rich flora and fauna, including Nile crocodiles and goliath tigerfish, a large predator. Forest clearings support herbaceous species and Sangha is home to considerable populations of forest elephants, critically endangered western lowland gorilla, and endangered chimpanzee. The site&rsquo;s environment has preserved the continuation of ecological and evolutionary processes on a huge scale and great biodiversity, including many endangered animal species.</span></p>",2012,,16.5541666667,2.6094444444,746309.0000,Natural,"Congo,Central African Republic,Cameroon",Africa,cg,cog,1
1083,928,Area de Conservación Guanacaste,"<p>The Area de Conservaci&oacute;n Guanacaste (inscribed in 1999), was extended with the addition of a 15,000 ha private property, St Elena. It contains important natural habitats for the conservation of biological diversity, including the best dry forest habitats from Central America to northern Mexico and key habitats for endangered or rare plant and animal species. The site demonstrates significant ecological processes in both its terrestrial and marine-coastal environments.</p>",1999,,-85.6166666700,10.8500000000,147000.0000,Natural,"Costa Rica,Costa Rica",Latin America and the Caribbean,cr,cri,1
226,205,Talamanca Range-La Amistad Reserves / La Amistad National Park,"<p>The location of this unique site in Central America, where Quaternary glaciers have left their mark, has allowed the fauna and flora of North and South America to interbreed. Tropical rainforests cover most of the area. Four different Indian tribes inhabit this property, which benefits from close co-operation between Costa Rica and Panama.</p>",1983,,-82.9388055600,9.4070833330,570045.0000,Natural,"Costa Rica,Panama",Latin America and the Caribbean,cr,cri,1
216,195,Taï National Park,"<p>This park is one of the last major remnants of the primary tropical forest of West Africa. Its rich natural flora, and threatened mammal species such as the pygmy hippopotamus and 11 species of monkeys, are of great scientific interest.</p>",1982,,-7.6666700000,5.7500000000,330000.0000,Natural,"Côte d'Ivoire,Côte d'Ivoire",Africa,ci,civ,1
252,227,Comoé National Park,"<p>One of the largest protected areas in West Africa, this park is characterized by its great plant diversity. Due to the presence of the Como&eacute; river, it contains plants which are normally only found much farther south, such as shrub savannahs and patches of thick rainforest.</p>",1983,Y 2003,-4.0000000000,9.0000000000,1150000.0000,Natural,"Côte d'Ivoire,Côte d'Ivoire",Africa,ci,civ,1
173,155,Mount Nimba Strict Nature Reserve,"<p>Located on the borders of Guinea, Liberia and C&ocirc;te d&rsquo;Ivoire, Mount Nimba rises above the surrounding savannah. Its slopes are covered by dense forest at the foot of grassy mountain pastures. They harbour an especially rich flora and fauna, with endemic species such as the viviparous toad and chimpanzees that use stones as tools.</p>",1981,Y 1992,-8.3909700000,7.6031800000,18000.0000,Natural,"Côte d'Ivoire,Guinea",Africa,ci,civ,1
225,204,Old Havana and its Fortification System,"<p>Havana was founded in 1519 by the Spanish. By the 17th century, it had become one of the Caribbean's main centres for ship-building. Although it is today a sprawling metropolis of 2 million inhabitants, its old centre retains an interesting mix of Baroque and neoclassical monuments, and a homogeneous ensemble of private houses with arcades, balconies, wrought-iron gates and internal courtyards.</p>",1982,,-82.3500000000,23.1333333300,142.5000,Cultural,"Cuba,Cuba",Latin America and the Caribbean,cu,cub,1
535,460,Trinidad and the Valley de los Ingenios,"<p>Founded in the early 16th century in honour of the Holy Trinity, the city was a bridgehead for the conquest of the American continent. Its 18th- and 19th-century buildings, such as the Palacio Brunet and the Palacio Cantero, were built in its days of prosperity from the sugar trade.</p>",1988,,-79.9844444400,21.8030555600,0.0000,Cultural,"Cuba,Cuba",Latin America and the Caribbean,cu,cub,1
989,839,Alejandro de Humboldt National Park,<p>Complex geology and varied topography have given rise to a diversity of ecosystems and species unmatched in the insular Caribbean and created one of the most biologically diverse tropical island sites on earth. Many of the underlying rocks are toxic to plants so species have had to adapt to survive in these hostile conditions. This unique process of evolution has resulted in the development of many new species and the park is one of the most important sites in the Western Hemisphere for the conservation of endemic flora. Endemism of vertebrates and invertebrates is also very high.</p>,2001,,-75.0000000000,20.4500000000,71140.0000,Natural,"Cuba,Cuba",Latin America and the Caribbean,cu,cub,1
1178,1008,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,"<p>The remains of the 19th-century coffee plantations in the foothills of the Sierra Maestra are unique evidence of a pioneer form of agriculture in a difficult terrain. They throw considerable light on the economic, social, and technological history of the Caribbean and Latin American region.</p>",2000,,-75.3913888900,20.0300000000,81475.0000,Cultural,"Cuba,Cuba",Latin America and the Caribbean,cu,cub,1
401,351,Painted Churches in the Troodos Region,"<p>This region is characterized by one of the largest groups of churches and monasteries of the former Byzantine Empire. The complex of 10 monuments included on the World Heritage List, all richly decorated with murals, provides an overview of Byzantine and post-Byzantine painting in Cyprus. They range from small churches whose rural architectural style is in stark contrast to their highly refined decoration, to monasteries such as that of St John Lampadistis.</p>",1985,,33.0958333300,34.9202777800,0.0000,Cultural,"Cyprus,Cyprus",Europe and North America,cy,cyp,1
